COD_UF;UF;COD_CIDADE;NOME_CIDADE;pop2018;area;hierarquia
43;RS;4305603;Colorado;3221;286,268;Centro Local
43;RS;4310363;Imigrante;3116;73,689;Centro Local
42;SC;4203105;Caibi;6167;173,079;Centro Local
31;MG;3123908;Entre Rios de Minas;15214;456,796;Centro Local
52;GO;5212303;Leopoldo de Bulhões;7643;473,275;Centro Local
22;PI;2204303;Fronteiras;11590;778,204;Centro Local
43;RS;4302006;Barros Cassal;11216;648,896;Centro Local
31;MG;3101003;Águas Vermelhas;13477;1256,607;Centro Local
31;MG;3132107;Itacarambi;18142;1225,273;Centro Local
23;CE;2303808;Cedro;25249;725,798;Centro Local
31;MG;3168903;Tiros;6539;2091,774;Centro Local
12;AC;1200427;Rodrigues Alves;18504;3076,951;Centro Local
33;RJ;3305133;São José de Ubá;7134;249,688;Centro Local
41;PR;4127908;Tuneiras do Oeste;8599;698,871;Centro Local
52;GO;5221197;Terezópolis de Goiás;7897;106,913;Centro Local
43;RS;4314704;Planalto;10152;228,552;Centro Local
50;MS;5003157;Coronel Sapucaia;15152;1025,049;Centro Local
41;PR;4108320;Francisco Alves;6101;321,898;Centro Local
26;PE;2609105;Machados;15851;60,036;Centro Local
43;RS;4301651;Barão;6139;124,563;Centro Local
27;AL;2702603;Feira Grande;22152;178,055;Centro Local
29;BA;2929107;São Felipe;21069;222,408;Centro Local
31;MG;3139102;Madre de Deus de Minas;5087;492,909;Centro Local
35;SP;3555802;Urânia;9108;209,262;Centro Local
31;MG;3150505;Pimenta;8631;414,969;Centro Local
29;BA;2910404;Encruzilhada;17593;1890,133;Centro Local
31;MG;3154408;Ressaquinha;4798;183,062;Centro Local
17;TO;1702000;Araguaçu;8567;5167,652;Centro Local
15;PA;1504950;Nova Esperança do Piriá;21291;2808,195;Centro Local
27;AL;2701704;Capela;17124;257,561;Centro Local
21;MA;2107100;Arranjo Populacional de Morros - Axixá/MA;31368;1872,202;Centro Local
43;RS;4308300;Fontoura Xavier;10370;583,465;Centro Local
28;SE;2804904;Pacatuba;14347;377,471;Centro Local
41;PR;4103354;Braganey;5473;343,321;Centro Local
41;PR;4103370;Brasilândia do Sul;2719;291,036;Centro Local
31;MG;3100104;Abadia dos Dourados;6972;881,064;Centro Local
52;GO;5216304;Paranaiguara;9972;1153,623;Centro Local
31;MG;3156809;Sabinópolis;15525;919,811;Centro Local
32;ES;3204955;São Roque do Canaã;12318;341,944;Centro Local
29;BA;2908903;Coração de Maria;22719;378,420;Centro Local
28;SE;2800506;Areia Branca;18396;148,134;Centro Local
29;BA;2904308;Arranjo Populacional de Brejões - Nova Itarana/BA;22542;993,947;Centro Local
24;RN;2404309;Governador Dix-Sept Rosado;12997;1129,550;Centro Local
41;PR;4123857;Santa Maria do Oeste;9824;837,468;Centro Local
31;MG;3154903;Rio Casca;13659;384,381;Centro Local
15;PA;1507706;São Sebastião da Boa Vista;26301;1632,251;Centro Local
43;RS;4313805;Palmitinho;7058;144,189;Centro Local
35;SP;3548609;São Bento do Sapucaí;10862;252,579;Centro Local
41;PR;4125753;São Pedro do Iguaçu;5976;308,324;Centro Local
41;PR;4109658;Honório Serpa;5305;502,235;Centro Local
26;PE;2612406;Sanharó;26026;268,686;Centro Local
23;CE;2307106;Jardim;27284;552,424;Centro Local
31;MG;3136900;Juruaia;10441;220,353;Centro Local
15;PA;1502509;Chaves;23482;12534,995;Centro Local
23;CE;2309409;Novo Oriente;28557;949,393;Centro Local
31;MG;3126208;Formoso;9431;3686,004;Centro Local
35;SP;3520202;Igaratá;9483;292,953;Centro Local
26;PE;2604502;Chã Grande;21579;84,848;Centro Local
29;BA;2922904;Nova Soure;24493;921,712;Centro Local
31;MG;3152600;Arranjo Populacional de Pouso Alto/MG;8212;353,882;Centro Local
29;BA;2913457;Igrapiúna;13367;591,312;Centro Local
42;SC;4215406;Salto Veloso;4680;105,058;Centro Local
29;BA;2904704;Buerarema;18391;219,487;Centro Local
31;MG;3161809;São Gonçalo do Pará;12218;265,730;Centro Local
29;BA;2931202;Taperoá;20889;452,004;Centro Local
13;AM;1300102;Anori;20538;6036,380;Centro Local
23;CE;2303204;Caririaçu;27095;623,564;Centro Local
41;PR;4113601;Lobato;4755;240,904;Centro Local
15;PA;1505403;Ourém;17721;562,388;Centro Local
41;PR;4120705;Quatiguá;7420;112,689;Centro Local
52;GO;5219712;Santo Antônio da Barra;4787;451,598;Centro Local
51;MT;5105234;Lambari D'Oeste;6059;1765,077;Centro Local
43;RS;4302238;Boa Vista do Incra;2590;503,471;Centro Local
42;SC;4202057;Balneário Barra do Sul;10550;111,037;Centro Local
31;MG;3116159;Chapada Gaúcha;13397;3255,189;Centro Local
23;CE;2301703;Aurora;24699;885,836;Centro Local
13;AM;1304260;Uarini;13387;10274,677;Centro Local
31;MG;3164209;São Romão;12139;2434,004;Centro Local
32;ES;3204807;São José do Calçado;10566;273,489;Centro Local
21;MA;2100477;Alto Alegre do Pindaré;31894;1876,032;Centro Local
41;PR;4106001;Congonhinhas;8777;535,963;Centro Local
50;MS;5007505;Rochedo;5403;1561,055;Centro Local
12;AC;1200351;Marechal Thaumaturgo;18430;8191,692;Centro Local
31;MG;3118700;Coqueiral;9191;296,163;Centro Local
15;PA;1504505;Melgaço;27415;6774,018;Centro Local
31;MG;3142205;Miraí;14913;320,695;Centro Local
26;PE;2611408;Primavera;14831;113,112;Centro Local
29;BA;2906709;Cândido Sales;25332;1169,813;Centro Local
43;RS;4301875;Barra do Quaraí;4202;1055,937;Centro Local
31;MG;3167608;Simonésia;19528;486,543;Centro Local
29;BA;2906204;Canarana;26020;579,727;Centro Local
12;AC;1200179;Capixaba;11456;1701,974;Centro Local
43;RS;4303558;Camargo;2724;138,069;Centro Local
41;PR;4103305;Borrazópolis;6749;334,378;Centro Local
29;BA;2912103;Ibicaraí;22014;230,953;Centro Local
43;RS;4319125;São Martinho da Serra;3238;669,547;Centro Local
21;MA;2100709;Anajatuba;26614;942,568;Centro Local
31;MG;3108909;Brazópolis;14508;367,688;Centro Local
42;SC;4207205;Imaruí;10326;542,598;Centro Local
28;SE;2802809;Indiaroba;17761;314,710;Centro Local
50;MS;5004007;Glória de Dourados;9981;491,746;Centro Local
28;SE;2806305;Santa Luzia do Itanhy;13947;325,258;Centro Local
26;PE;2615805;Tupanatinga;27052;950,474;Centro Local
51;MT;5108204;Arranjo Populacional de Torixoréu/MT - Baliza/GO;8664;4183,054;Centro Local
29;BA;2901353;Andorinha;14690;1362,386;Centro Local
51;MT;5105176;Juruena;15370;2778,986;Centro Local
26;PE;2603108;Cachoeirinha;20258;179,262;Centro Local
21;MA;2108454;Peritoró;23025;824,725;Centro Local
15;PA;1501956;Cachoeira do Piriá;33178;2419,600;Centro Local
51;MT;5106265;Novo Mundo;8990;5791,050;Centro Local
21;MA;2108306;Penalva;38203;800,915;Centro Local
41;PR;4106456;Coronel Domingos Soares;7475;1562,848;Centro Local
25;PB;2502508;Boqueirão;17751;374,523;Centro Local
29;BA;2912905;Ibirataia;15760;318,129;Centro Local
41;PR;4127809;Tomazina;8032;591,438;Centro Local
41;PR;4113452;Lindoeste;4762;361,367;Centro Local
51;MT;5108956;Nova Monte Verde;9078;5150,562;Centro Local
35;SP;3503406;Arealva;8505;504,973;Centro Local
35;SP;3540507;Porangaba;9779;265,689;Centro Local
51;MT;5104559;Itaúba;3901;4529,581;Centro Local
25;PB;2507309;Arranjo Populacional de Jacaraú/PB;20413;326,569;Centro Local
35;SP;3517000;Getulina;11370;676,755;Centro Local
43;RS;4308003;Faxinal do Soturno;6690;169,514;Centro Local
43;RS;4312252;Minas do Leão;8045;424,339;Centro Local
26;PE;2616001;Venturosa;18298;335,482;Centro Local
31;MG;3159209;Santa Rita de Caldas;8974;503,011;Centro Local
42;SC;4210407;Maracajá;7207;62,902;Centro Local
43;RS;4321329;Arranjo Populacional de Taquaruçu do Sul - Vista Alegre/RS;5834;154,495;Centro Local
11;RO;1101609;Theobroma;10494;2197,413;Centro Local
32;ES;3203809;Muqui;15370;327,268;Centro Local
21;MA;2100303;Aldeias Altas;26302;1942,121;Centro Local
33;RJ;3304607;Santa Maria Madalena;10417;811,454;Centro Local
13;AM;1300201;Atalaia do Norte;19438;76435,093;Centro Local
27;AL;2705002;Mata Grande;25226;914,726;Centro Local
31;MG;3143609;Morro da Garça;2488;414,772;Centro Local
52;GO;5208400;Goianápolis;11239;169,013;Centro Local
15;PA;1502004;Cachoeira do Arari;23466;3100,261;Centro Local
41;PR;4121109;Quinta do Sol;4640;326,177;Centro Local
43;RS;4305173;Cerro Grande do Sul;12058;324,789;Centro Local
31;MG;3121209;Delfinópolis;7098;1378,423;Centro Local
23;CE;2304954;Guaiúba;26472;267,128;Centro Local
25;PB;2500700;São João do Rio do Peixe;17941;473,752;Centro Local
31;MG;3131505;Ipuiúna;10039;298,195;Centro Local
21;MA;2106607;Matões;33615;2107,403;Centro Local
42;SC;4211108;Monte Castelo;8280;560,743;Centro Local
41;PR;4100301;Agudos do Sul;9269;192,261;Centro Local
15;PA;1501105;Bagre;30009;4397,321;Centro Local
25;PB;2516102;Soledade;14837;560,044;Centro Local
29;BA;2927309;Salinas da Margarida;15463;151,501;Centro Local
43;RS;4303301;Caibaté;4856;260,561;Centro Local
52;GO;5214408;Nazário;9022;269,103;Centro Local
26;PE;2605400;Feira Nova;22013;107,726;Centro Local
29;BA;2911402;Glória;15208;1566,609;Centro Local
27;AL;2703106;Igaci;25649;334,344;Centro Local
41;PR;4112207;Janiópolis;5400;335,650;Centro Local
42;SC;4214409;Rio das Antas;6208;314,913;Centro Local
31;MG;3156403;Romaria;3547;407,557;Centro Local
51;MT;5106182;Nova Lacerda;6526;4793,173;Centro Local
29;BA;2924504;Pindaí;16234;628,468;Centro Local
13;AM;1303304;Novo Aripuanã;25237;41179,656;Centro Local
29;BA;2913408;Igaporã;15630;836,586;Centro Local
43;RS;4308409;Formigueiro;6715;581,619;Centro Local
35;SP;3512704;Corumbataí;4047;278,622;Centro Local
27;AL;2707503;Porto Real do Colégio;20018;236,677;Centro Local
31;MG;3170503;Urucânia;10371;138,792;Centro Local
42;SC;4201505;Armazém;8587;173,733;Centro Local
43;RS;4314076;Passo do Sobrado;6493;265,108;Centro Local
31;MG;3162559;São João do Manhuaçu;11440;143,096;Centro Local
32;ES;3200136;Águia Branca;9653;454,448;Centro Local
42;SC;4215307;Salete;7626;177,988;Centro Local
26;PE;2610400;Parnamirim;21914;2609,548;Centro Local
41;PR;4101309;Antônio Olinto;7441;469,620;Centro Local
29;BA;2929701;Sátiro Dias;19644;1008,179;Centro Local
41;PR;4100103;Abatiá;7507;228,717;Centro Local
41;PR;4108650;Goioxim;7170;702,471;Centro Local
42;SC;4203709;Canelinha;12080;151,008;Centro Local
50;MS;5006358;Paranhos;14048;1309,156;Centro Local
51;MT;5108857;Nova Marilândia;3249;1936,428;Centro Local
31;MG;3120508;Cristina;10258;311,330;Centro Local
25;PB;2507101;Itapororoca;18501;146,067;Centro Local
22;PI;2201507;Batalha;26806;1589,010;Centro Local
14;RR;1400456;Pacaraima;15580;8028,483;Centro Local
41;PR;4126108;São Tomé;5693;218,623;Centro Local
43;RS;4306056;Cristal;7950;682,138;Centro Local
27;AL;2700706;Batalha;18455;319,036;Centro Local
27;AL;2704401;Major Isidoro;19891;448,496;Centro Local
35;SP;3515608;Fernando Prestes;5771;169,990;Centro Local
26;PE;2610202;Panelas;26492;380,428;Centro Local
35;SP;3529807;Mineiros do Tietê;12849;213,242;Centro Local
21;MA;2102200;Buriti;28557;1473,964;Centro Local
31;MG;3114006;Carmo da Mata;11439;357,178;Centro Local
23;CE;2313005;Solonópole;18291;1536,165;Centro Local
11;RO;1101005;Governador Jorge Teixeira;8095;5067,384;Centro Local
29;BA;2932606;Urandi;16651;902,402;Centro Local
52;GO;5202502;Aruanã;9635;3055,292;Centro Local
42;SC;4212700;Petrolândia;5971;305,859;Centro Local
31;MG;3165008;São Tiago;10922;572,400;Centro Local
43;RS;4320552;Sertão Santana;6433;251,926;Centro Local
43;RS;4315404;Redentora;11527;302,695;Centro Local
41;PR;4104055;Campo Bonito;3905;433,832;Centro Local
17;TO;1703909;Caseara;5295;1691,637;Centro Local
29;BA;2912301;Ibicuí;16162;1139,378;Centro Local
42;SC;4211405;Nova Erechim;4945;65,079;Centro Local
13;AM;1303700;Santo Antônio do Içá;21966;12366,143;Centro Local
29;BA;2926509;Ribeira do Amparo;14843;667,335;Centro Local
23;CE;2306108;Irauçuba;24003;1461,253;Centro Local
31;MG;3147709;Passa Tempo;8112;429,172;Centro Local
29;BA;2901205;Anagé;18194;1336,361;Centro Local
31;MG;3137106;Lagamar;7627;1474,562;Centro Local
52;GO;5200605;Alto Paraíso de Goiás;7558;2593,905;Centro Local
31;MG;3149705;Perdigão;11249;249,322;Centro Local
41;PR;4120853;Quatro Pontes;4000;114,393;Centro Local
50;MS;5006259;Novo Horizonte do Sul;3947;849,095;Centro Local
42;SC;4211058;Monte Carlo;9824;191,278;Centro Local
29;BA;2923209;Oliveira dos Brejinhos;21838;3313,418;Centro Local
41;PR;4104105;Campo do Tenente;7894;304,488;Centro Local
21;MA;2108702;Pio XII;21594;545,140;Centro Local
31;MG;3152709;Prados;8979;264,115;Centro Local
51;MT;5102793;Carlinda;10413;2416,144;Centro Local
29;BA;2917805;Jaguaripe;18588;863,112;Centro Local
35;SP;3525607;João Ramalho;4495;415,452;Centro Local
29;BA;2908002;Coaraci;17458;274,500;Centro Local
12;AC;1200138;Bujari;10111;3034,869;Centro Local
35;SP;3506904;Bofete;11534;653,541;Centro Local
42;SC;4216404;São João do Sul;7280;184,375;Centro Local
41;PR;4119202;Pinhalão;6327;220,625;Centro Local
32;ES;3204252;Arranjo Populacional de Ponto Belo - Mucurici/ES;13336;900,639;Centro Local
41;PR;4107801;Floraí;4953;191,133;Centro Local
27;AL;2700607;Barra de São Miguel;8264;74,244;Centro Local
29;BA;2904050;Bonito;16637;791,276;Centro Local
31;MG;3158300;Santana da Vargem;7128;172,444;Centro Local
43;RS;4322905;Viadutos;4825;268,072;Centro Local
42;SC;4201703;Ascurra;7889;112,884;Centro Local
43;RS;4323200;Victor Graeff;2904;238,133;Centro Local
35;SP;3500550;Águas de Santa Bárbara;6040;404,463;Centro Local
41;PR;4118857;Perobal;6092;409,050;Centro Local
27;AL;2702355;Craíbas;24129;278,880;Centro Local
41;PR;4110201;Inácio Martins;11129;936,208;Centro Local
13;AM;1300409;Barcelos;27364;122461,086;Centro Local
21;MA;2105153;Igarapé do Meio;14026;368,685;Centro Local
50;MS;5000252;Alcinópolis;5268;4399,681;Centro Local
31;MG;3161502;São Geraldo;12164;185,578;Centro Local
43;RS;4311700;Machadinho;5464;335,234;Centro Local
33;RJ;3306156;Varre-Sai;10890;201,938;Centro Local
31;MG;3154200;Resende Costa;11459;618,312;Centro Local
31;MG;3154507;Riacho dos Machados;9487;1315,540;Centro Local
52;GO;5207808;Firminópolis;13131;423,649;Centro Local
43;RS;4310504;Iraí;7344;181,579;Centro Local
29;BA;2927507;Santa Bárbara;20694;347,021;Centro Local
23;CE;2302008;Barro;22593;711,887;Centro Local
43;RS;4321956;Trindade do Sul;5813;268,417;Centro Local
26;PE;2607000;Inajá;22840;1168,159;Centro Local
52;GO;5216908;Pilar de Goiás;2314;906,644;Centro Local
25;PB;2501005;Araruna;20215;241,302;Centro Local
32;ES;3202553;Ibitirama;8919;330,874;Centro Local
29;BA;2932457;Umburanas;19034;1775,633;Centro Local
27;AL;2701308;Cajueiro;21194;94,357;Centro Local
25;PB;2501906;Belém;17640;100,153;Centro Local
43;RS;4315107;Porto Xavier;10301;281,929;Centro Local
33;RJ;3302452;Macuco;5574;77,719;Centro Local
31;MG;3111309;Campo do Meio;11658;275,426;Centro Local
11;RO;1101104;Itapuã do Oeste;10272;4081,580;Centro Local
15;PA;1501576;Bom Jesus do Tocantins;16841;2816,616;Centro Local
42;SC;4202131;Bela Vista do Toldo;6311;533,419;Centro Local
26;PE;2613305;São Joaquim do Monte;21314;232,070;Centro Local
17;TO;1722081;Wanderlândia;11631;1373,059;Centro Local
26;PE;2611705;Riacho das Almas;20443;314,003;Centro Local
32;ES;3205150;Vila Pavão;9171;433,257;Centro Local
31;MG;3135506;Jequeri;12460;547,897;Centro Local
31;MG;3150802;Piranga;17618;658,812;Centro Local
22;PI;2202000;Buriti dos Lopes;19754;689,234;Centro Local
29;BA;2919702;Macarani;18592;1210,106;Centro Local
41;PR;4125407;São José da Boa Vista;6254;399,667;Centro Local
31;MG;3139805;Mar de Espanha;12725;371,600;Centro Local
25;PB;2506806;Ingá;18101;267,630;Centro Local
29;BA;2923357;Ourolândia;17389;1544,988;Centro Local
21;MA;2102309;Buriti Bravo;23827;1582,552;Centro Local
29;BA;2923407;Palmas de Monte Alto;21703;2562,819;Centro Local
31;MG;3119955;Córrego Fundo;6290;101,112;Centro Local
26;PE;2612000;Sairé;10103;190,455;Centro Local
41;PR;4107306;Doutor Camargo;5976;118,279;Centro Local
31;MG;3151305;Piraúba;10816;144,289;Centro Local
31;MG;3149101;Pedralva;11246;217,989;Centro Local
14;RR;1400233;Caroebe;9950;12065,896;Centro Local
31;MG;3139904;Maria da Fé;14136;202,898;Centro Local
15;PA;1501451;Belterra;17624;4398,418;Centro Local
35;SP;3548104;Santo Antônio do Jardim;5968;109,956;Centro Local
17;TO;1717503;Pium;7564;10013,766;Centro Local
23;CE;2301604;Assaré;23417;1116,331;Centro Local
41;PR;4118451;Pato Bragado;5535;135,286;Centro Local
35;SP;3549508;São José da Bela Vista;8895;276,952;Centro Local
31;MG;3128907;Guimarânia;7971;366,833;Centro Local
26;PE;2603504;Camocim de São Félix;18627;71,985;Centro Local
25;PB;2512705;Remígio;19340;180,897;Centro Local
41;PR;4107736;Fernandes Pinheiro;5690;406,500;Centro Local
29;BA;2931509;Teofilândia;22479;351,892;Centro Local
35;SP;3537503;Pereiras;8560;223,136;Centro Local
26;PE;2600203;Afrânio;19456;1490,594;Centro Local
11;RO;1100502;Novo Horizonte do Oeste;8751;843,446;Centro Local
26;PE;2614808;Tacaratu;25417;1264,530;Centro Local
23;CE;2309458;Ocara;25557;765,412;Centro Local
35;SP;3547908;Santo Antônio da Alegria;6880;310,311;Centro Local
42;SC;4213005;Pinheiro Preto;3513;61,147;Centro Local
13;AM;1301605;Fonte Boa;18221;12155,427;Centro Local
28;SE;2803401;Japoatã;13085;408,048;Centro Local
31;MG;3165107;São Tomás de Aquino;7042;277,928;Centro Local
21;MA;2111052;São João do Paraíso;11162;2053,843;Centro Local
15;PA;1507474;São João de Pirabas;22842;656,245;Centro Local
35;SP;3519204;Iacri;6348;321,948;Centro Local
31;MG;3152907;Pratápolis;8642;215,516;Centro Local
17;TO;1709005;Goiatins;12942;6408,602;Centro Local
11;RO;1100296;Santa Luzia D'Oeste;6781;1197,796;Centro Local
42;SC;4216354;São João do Itaperiú;3707;152,014;Centro Local
21;MA;2102556;Campestre do Maranhão;14294;615,384;Centro Local
28;SE;2804102;Moita Bonita;11322;95,416;Centro Local
29;BA;2922102;Mundo Novo;26575;1491,993;Centro Local
42;SC;4206603;Guarujá do Sul;5141;100,711;Centro Local
23;CE;2301307;Araripe;21550;1099,933;Centro Local
43;RS;4312757;Nova Alvorada;3586;148,938;Centro Local
35;SP;3538501;Piquete;13742;175,996;Centro Local
21;MA;2109205;Arranjo Populacional de Presidente Juscelino - Cachoeira Grande/MA;22011;1220,701;Centro Local
13;AM;1300029;Alvarães;15860;5923,461;Centro Local
42;SC;4201901;Aurora;5676;207,211;Centro Local
41;PR;4121752;Reserva do Iguaçu;7950;834,232;Centro Local
21;MA;2111763;Senador La Rocque;14367;738,548;Centro Local
31;MG;3104700;Ataléia;13064;1836,925;Centro Local
35;SP;3518107;Guarantã;6654;461,746;Centro Local
41;PR;4107553;Farol;3139;289,232;Centro Local
26;PE;2616209;Vertentes;20503;196,325;Centro Local
52;GO;5219803;São Domingos;12791;3295,740;Centro Local
43;RS;4313359;Nova Roma do Sul;3661;149,140;Centro Local
43;RS;4315321;Quevedos;2786;543,359;Centro Local
43;RS;4308805;General Câmara;8409;510,010;Centro Local
16;AP;1600204;Calçoene;10926;14117,297;Centro Local
23;CE;2311702;Reriutaba;18945;383,319;Centro Local
15;PA;1506559;Santa Luzia do Pará;19852;1356,124;Centro Local
35;SP;3526506;Lavínia;11667;537,675;Centro Local
15;PA;1506351;Santa Bárbara do Pará;20704;278,154;Centro Local
35;SP;3528700;Marabá Paulista;5757;919,519;Centro Local
35;SP;3509304;Cajobi;10486;176,929;Centro Local
31;MG;3158003;Santa Maria de Itabira;10836;597,441;Centro Local
51;MT;5102694;Canabrava do Norte;4761;3452,684;Centro Local
35;SP;3521507;Irapuã;7937;257,612;Centro Local
43;RS;4309555;Harmonia;4812;48,551;Centro Local
43;RS;4303707;Campina das Missões;5553;224,801;Centro Local
31;MG;3109105;Bueno Brandão;11010;356,150;Centro Local
13;AM;1300839;Caapiranga;12877;9455,539;Centro Local
32;ES;3203304;Mantenópolis;15194;321,418;Centro Local
52;GO;5209903;Iaciara;13808;1550,376;Centro Local
23;CE;2301950;Barreira;22362;245,805;Centro Local
43;RS;4319307;São Paulo das Missões;5863;224,136;Centro Local
26;PE;2605608;Flores;22631;995,558;Centro Local
41;PR;4107751;Figueira;7845;129,769;Centro Local
31;MG;3141306;Medeiros;3771;946,437;Centro Local
25;PB;2507705;Juazeirinho;18041;467,526;Centro Local
31;MG;3103009;Antônio Dias;9363;787,061;Centro Local
29;BA;2924801;Piritiba;24538;980,328;Centro Local
26;PE;2606507;Iati;19152;635,137;Centro Local
35;SP;3553500;Tapiraí;7850;755,100;Centro Local
32;ES;3200169;Água Doce do Norte;11131;473,729;Centro Local
13;AM;1302801;Maraã;18186;16830,827;Centro Local
21;MA;2107407;Olho d'Água das Cunhãs;19448;695,333;Centro Local
43;RS;4316436;Saldanha Marinho;2679;221,101;Centro Local
21;MA;2103174;Centro Novo do Maranhão;21399;8401,414;Centro Local
52;GO;5203401;Bom Jardim de Goiás;8813;1899,506;Centro Local
35;SP;3550001;São Luiz do Paraitinga;10684;617,315;Centro Local
31;MG;3140852;Matias Cardoso;11050;1940,598;Centro Local
29;BA;2901403;Angical;14017;1530,050;Centro Local
43;RS;4307054;Ernestina;3167;238,558;Centro Local
24;RN;2405702;Jardim do Seridó;12395;367,645;Centro Local
31;MG;3165305;São Vicente de Minas;7687;392,651;Centro Local
16;AP;1600105;Amapá;9029;8454,847;Centro Local
29;BA;2909604;Crisópolis;21040;636,609;Centro Local
29;BA;2931608;Teolândia;14860;289,600;Centro Local
35;SP;3528106;Macaubal;8093;248,087;Centro Local
17;TO;1702406;Arraias;10601;5786,866;Centro Local
43;RS;4314027;Paraíso do Sul;7599;337,534;Centro Local
51;MT;5103106;Cocalinho;5691;16516,319;Centro Local
31;MG;3161304;São Francisco de Sales;6200;1128,864;Centro Local
42;SC;4218400;Treze de Maio;7070;159,833;Centro Local
21;MA;2109270;Presidente Sarney;18764;724,154;Centro Local
13;AM;1301506;Envira;19668;7505,807;Centro Local
52;GO;5205802;Corumbá de Goiás;11050;1061,955;Centro Local
43;RS;4303608;Cambará do Sul;6456;1207,916;Centro Local
35;SP;3502002;Analândia;4933;325,953;Centro Local
52;GO;5211008;Itapirapuã;5316;2043,715;Centro Local
29;BA;2907608;Central;17252;566,974;Centro Local
25;PB;2504801;Coremas;15423;379,492;Centro Local
31;MG;3124906;Eugenópolis;11218;309,395;Centro Local
23;CE;2306702;Jaguaretama;18102;1759,401;Centro Local
23;CE;2301851;Banabuiú;18151;1080,329;Centro Local
25;PB;2500809;Araçagi;17079;231,155;Centro Local
23;CE;2311264;Quiterianópolis;21000;1040,989;Centro Local
26;PE;2609303;Mirandiba;15308;821,676;Centro Local
35;SP;3524204;Jaborandi;6911;273,438;Centro Local
26;PE;2603900;Carnaíba;19491;427,802;Centro Local
35;SP;3510906;Cássia dos Coqueiros;2542;191,683;Centro Local
23;CE;2304459;Fortim;16357;277,973;Centro Local
13;AM;1303502;Pauini;19329;41624,668;Centro Local
27;AL;2700201;Anadia;17564;186,134;Centro Local
31;MG;3117801;Conceição dos Ouros;11525;180,236;Centro Local
43;RS;4310900;Jacutinga;3576;179,238;Centro Local
42;SC;4202859;Braço do Trombudo;3718;89,411;Centro Local
26;PE;2604403;Chã de Alegria;13428;48,548;Centro Local
14;RR;1400506;São João da Baliza;8052;4284,505;Centro Local
43;RS;4303673;Campestre da Serra;3380;537,994;Centro Local
52;GO;5207907;Flores de Goiás;16100;3709,427;Centro Local
26;PE;2600807;Altinho;22959;452,523;Centro Local
22;PI;2208809;Regeneração;17978;1251,036;Centro Local
21;MA;2108900;Poção de Pedras;18157;990,415;Centro Local
21;MA;2106508;Matinha;23256;410,632;Centro Local
21;MA;2108256;Pedro do Rosário;24930;1753,869;Centro Local
41;PR;4121356;Rancho Alegre D'Oeste;2682;241,386;Centro Local
14;RR;1400027;Amajari;12394;28472,310;Centro Local
23;CE;2303956;Chorozinho;19345;278,413;Centro Local
31;MG;3113602;Careaçu;6721;181,009;Centro Local
22;PI;2203305;Demerval Lobão;13793;216,807;Centro Local
41;PR;4103503;Califórnia;8533;141,817;Centro Local
29;BA;2900405;Água Fria;16901;743,014;Centro Local
41;PR;4107702;Fênix;4777;234,099;Centro Local
21;MA;2112100;Timbiras;29064;1486,584;Centro Local
26;PE;2608305;Jupi;14747;104,994;Centro Local
42;SC;4200804;Anchieta;5721;231,700;Centro Local
31;MG;3168408;Tarumirim;14350;731,753;Centro Local
41;PR;4109757;Ibema;6334;145,446;Centro Local
51;MT;5108105;Tesouro;3786;4285,710;Centro Local
29;BA;2930303;Serra Dourada;17452;1592,245;Centro Local
35;SP;3509809;Campos Novos Paulista;4932;484,199;Centro Local
43;RS;4300471;Almirante Tamandaré do Sul;1979;265,327;Centro Local
27;AL;2706505;Passo de Camaragibe;15232;251,573;Centro Local
31;MG;3127602;Gouveia;11833;866,601;Centro Local
29;BA;2904100;Boquira;21520;1426,233;Centro Local
15;PA;1504752;Mojuí dos Campos;15982;4988,236;Centro Local
29;BA;2902609;Baixa Grande;20488;967,514;Centro Local
31;MG;3107901;Bom Repouso;10558;229,845;Centro Local
31;MG;3107802;Bom Jesus do Galho;15010;592,289;Centro Local
14;RR;1400282;Iracema;11600;14351,133;Centro Local
25;PB;2501302;Aroeiras;19190;374,697;Centro Local
51;MT;5102850;Castanheira;8695;3909,537;Centro Local
43;RS;4315354;Quinze de Novembro;3789;223,072;Centro Local
35;SP;3537206;Pedro de Toledo;11240;670,440;Centro Local
25;PB;2504900;Cruz do Espírito Santo;17366;191,104;Centro Local
31;MG;3152402;Poté;16491;625,111;Centro Local
23;CE;2305209;Hidrolândia;20352;966,853;Centro Local
24;RN;2404705;Ipanguaçu;15354;374,248;Centro Local
31;MG;3100708;Água Comprida;2005;492,167;Centro Local
21;MA;2111805;Sítio Novo;18001;3114,871;Centro Local
21;MA;2105104;Icatu;26953;1124,730;Centro Local
21;MA;2107704;Paraibano;21290;530,517;Centro Local
29;BA;2920908;Mascote;13931;742,689;Centro Local
43;RS;4309704;Humaitá;4788;134,463;Centro Local
43;RS;4319208;São Nicolau;5325;485,588;Centro Local
17;TO;1708254;Fortaleza do Tabocão;2576;621,562;Centro Local
23;CE;2308906;Morrinhos;22354;415,556;Centro Local
35;SP;3519253;Iaras;8956;401,381;Centro Local
23;CE;2304004;Coreaú;23258;775,796;Centro Local
26;PE;2614006;Serrita;19133;1535,190;Centro Local
43;RS;4302154;Boa Vista das Missões;2104;194,815;Centro Local
32;ES;3203106;Jerônimo Monteiro;11744;162,202;Centro Local
15;PA;1504976;Nova Ipixuna;16499;1564,184;Centro Local
