UF_ACR;CODE_MUNI_7;YEAR;CASES
SP;3547304;2017;7
SP;3547304;2018;1
SP;3547304;2019;1
SP;3547304;2022;4
SP;3547403;2016;1
SP;3547502;2016;2
SP;3547502;2017;10
SP;3547502;2018;2
SP;3547502;2020;1
SP;3547601;2018;2
SP;3547601;2019;1
SP;3547601;2020;1
SP;3547601;2021;1
SP;3547650;2018;1
SP;3547700;2020;1
SP;3547700;2022;1
SP;3547809;2014;3
SP;3547809;2015;4
SP;3547809;2016;28
SP;3547809;2017;12
SP;3547809;2018;10
SP;3547809;2019;4
SP;3547809;2021;3
SP;3547809;2022;6
SP;3547908;2020;1
SP;3548005;2014;1
SP;3548005;2016;1
SP;3548005;2018;3
SP;3548005;2019;7
SP;3548005;2020;1
SP;3548005;2021;1
SP;3548054;2019;1
SP;3548203;2021;1
SP;3548302;2022;1
SP;3548500;2014;4
SP;3548500;2015;7
SP;3548500;2016;59
SP;3548500;2017;46
SP;3548500;2018;27
SP;3548500;2019;61
SP;3548500;2020;139
SP;3548500;2021;10785
SP;3548500;2022;668
SP;3548708;2014;2
SP;3548708;2015;18
SP;3548708;2016;93
SP;3548708;2017;8
SP;3548708;2018;5
SP;3548708;2019;11
SP;3548708;2020;2
SP;3548708;2021;15
SP;3548708;2022;17
SP;3548807;2015;4
SP;3548807;2016;6
SP;3548807;2017;2
SP;3548807;2018;7
SP;3548807;2019;7
SP;3548807;2020;2
SP;3548807;2021;10
SP;3548807;2022;5
SP;3548906;2014;1
SP;3548906;2015;4
SP;3548906;2016;15
SP;3548906;2017;2
SP;3548906;2018;4
SP;3548906;2019;20
SP;3548906;2020;3
SP;3548906;2022;1
SP;3549003;2019;1
SP;3549003;2021;1
SP;3549102;2014;1
SP;3549102;2015;3
SP;3549102;2016;4
SP;3549102;2017;6
SP;3549102;2019;4
SP;3549102;2020;5
SP;3549102;2022;2
SP;3549201;2015;3
SP;3549250;2021;2
SP;3549250;2022;1
SP;3549409;2016;3
SP;3549409;2017;1
SP;3549409;2018;1
SP;3549409;2019;13
SP;3549409;2022;1
SP;3549706;2019;2
SP;3549706;2022;1
SP;3549805;2014;1
SP;3549805;2015;31
SP;3549805;2016;86
SP;3549805;2017;23
SP;3549805;2018;25
SP;3549805;2019;20
SP;3549805;2020;5
SP;3549805;2021;8
SP;3549805;2022;7
SP;3549904;2014;4
SP;3549904;2015;24
SP;3549904;2016;61
SP;3549904;2017;22
SP;3549904;2018;25
SP;3549904;2019;30
SP;3549904;2020;1
SP;3549904;2021;20
SP;3549904;2022;14
SP;3549953;2015;1
SP;3549953;2016;5
SP;3550100;2016;1
SP;3550209;2016;3
SP;3550209;2019;1
SP;3550308;2014;76
SP;3550308;2015;592
SP;3550308;2016;1631
SP;3550308;2017;292
SP;3550308;2018;109
SP;3550308;2019;154
SP;3550308;2020;35
SP;3550308;2021;254
SP;3550308;2022;198
SP;3550407;2016;1
SP;3550407;2022;1
SP;3550506;2015;1
SP;3550506;2022;1
SP;3550605;2015;1
SP;3550605;2016;3
SP;3550605;2017;1
SP;3550605;2018;1
SP;3550605;2022;1
SP;3550704;2015;1
SP;3550704;2016;16
SP;3550704;2017;2
SP;3550704;2018;3
SP;3550704;2019;2
SP;3550704;2020;1
SP;3550704;2021;10
SP;3550704;2022;3
SP;3550803;2017;2
SP;3550803;2018;1
SP;3550803;2022;1
SP;3550902;2016;3
SP;3550902;2017;1
SP;3550902;2019;1
SP;3550902;2021;1
SP;3550902;2022;2
SP;3551009;2016;11
SP;3551009;2017;7
SP;3551009;2018;4
SP;3551009;2019;1
SP;3551009;2020;4
SP;3551009;2021;1699
SP;3551009;2022;8
SP;3551108;2019;1
SP;3551405;2020;1
SP;3551504;2018;1
SP;3551504;2019;1
SP;3551504;2020;1
SP;3551603;2016;1
SP;3551702;2016;2
SP;3551702;2017;3
SP;3551702;2018;3
SP;3551702;2019;8
SP;3551702;2020;5
SP;3551801;2017;5
SP;3551900;2015;1
SP;3551900;2020;2
SP;3551900;2022;1
SP;3552007;2019;1
SP;3552007;2020;1
SP;3552106;2019;3
SP;3552106;2020;2
SP;3552106;2021;2
SP;3552106;2022;3
SP;3552205;2014;6
SP;3552205;2015;15
SP;3552205;2016;21
SP;3552205;2017;39
SP;3552205;2018;66
SP;3552205;2019;94
SP;3552205;2020;15
SP;3552205;2021;23
SP;3552205;2022;5
SP;3552304;2016;3
SP;3552304;2019;1
SP;3552304;2021;5
SP;3552304;2022;1
SP;3552403;2014;1
SP;3552403;2015;2
SP;3552403;2016;4
SP;3552403;2017;3
SP;3552403;2019;1
SP;3552403;2020;1
SP;3552502;2015;4
SP;3552502;2016;6
SP;3552502;2019;3
SP;3552502;2021;2
SP;3552551;2021;2
SP;3552601;2015;1
SP;3552601;2016;1
SP;3552700;2022;1
SP;3552809;2014;2
SP;3552809;2015;9
SP;3552809;2016;10
SP;3552809;2017;2
SP;3552809;2019;3
SP;3552809;2020;1
SP;3552809;2021;3
SP;3552809;2022;3
SP;3553302;2017;2
SP;3553302;2020;1
SP;3553302;2022;1
SP;3553401;2015;2
SP;3553401;2016;1
SP;3553401;2019;4
SP;3553609;2020;2
SP;3553708;2015;1
SP;3553708;2016;2
SP;3553906;2015;1
SP;3554003;2016;2
SP;3554003;2017;3
SP;3554003;2018;3
SP;3554003;2019;1
SP;3554003;2021;7
SP;3554003;2022;1
SP;3554102;2014;2
SP;3554102;2015;20
SP;3554102;2016;37
SP;3554102;2017;12
SP;3554102;2018;15
SP;3554102;2019;12
SP;3554102;2020;3
SP;3554102;2021;4
SP;3554102;2022;5
SP;3554300;2015;1
SP;3554300;2016;1
SP;3554300;2022;4
SP;3554409;2016;1
SP;3554409;2019;2
SP;3554409;2022;2
SP;3554508;2022;1
SP;3554805;2016;2
SP;3555000;2017;1
SP;3555000;2018;3
SP;3555000;2019;1
SP;3555109;2019;1
SP;3555307;2018;1
SP;3555307;2019;1
SP;3555406;2016;4
SP;3555406;2017;6
SP;3555406;2018;5
SP;3555406;2019;16
SP;3555406;2020;1
SP;3555406;2021;2
SP;3555406;2022;4
SP;3555604;2015;1
SP;3555802;2019;1
SP;3555802;2021;1
SP;3556206;2016;6
SP;3556206;2017;2
SP;3556206;2018;2
SP;3556206;2019;3
SP;3556206;2020;1
SP;3556206;2021;1
SP;3556206;2022;5
SP;3556305;2016;1
SP;3556305;2017;2
SP;3556305;2019;3
SP;3556305;2022;4
SP;3556404;2014;2
SP;3556404;2017;1
SP;3556404;2018;1
SP;3556453;2014;1
SP;3556453;2015;2
SP;3556453;2016;6
SP;3556453;2018;3
SP;3556453;2019;8
SP;3556453;2022;1
SP;3556503;2016;1
SP;3556503;2019;3
SP;3556503;2020;1
SP;3556503;2021;1
SP;3556602;2019;1
SP;3556701;2016;4
SP;3556701;2017;4
SP;3556701;2018;4
SP;3556701;2019;1
SP;3556701;2022;1
SP;3556800;2017;1
SP;3556909;2017;1
SP;3556909;2019;2
SP;3556958;2021;1
SP;3557006;2014;1
SP;3557006;2015;13
SP;3557006;2016;17
SP;3557105;2014;1
SP;3557105;2015;4
SP;3557105;2016;6
SP;3557105;2017;6
SP;3557105;2018;3
SP;3557105;2021;1
SP;3557204;2018;1
SP;3557204;2022;1
SP;3557303;2022;2
PR;4100509;2016;12
PR;4100509;2018;8
PR;4100608;2015;1
PR;4100608;2016;6
PR;4100608;2019;3
PR;4100608;2020;5
PR;4100707;2016;1
PR;4100806;2016;1
PR;4100806;2017;1
PR;4100806;2019;2
PR;4100806;2020;21
PR;4101002;2016;1
PR;4101002;2017;1
PR;4101002;2018;1
PR;4101002;2021;2
PR;4101101;2016;31
PR;4101101;2020;6
PR;4101101;2022;1
PR;4101150;2016;2
PR;4101150;2020;3
PR;4101200;2021;1
PR;4101408;2015;1
PR;4101408;2016;7
PR;4101408;2020;1
PR;4101408;2021;107
PR;4101507;2014;1
PR;4101507;2015;12
PR;4101507;2016;14
PR;4101507;2021;2
PR;4101507;2022;5
PR;4101655;2019;2
PR;4101705;2020;1
PR;4101804;2016;1
PR;4101804;2019;2
PR;4101804;2020;3
PR;4101804;2021;1
PR;4101804;2022;1
PR;4101853;2019;1
PR;4101903;2015;1
PR;4101903;2019;2
PR;4101903;2020;2
PR;4101903;2021;1
PR;4102000;2015;2
PR;4102000;2017;1
PR;4102109;2016;1
PR;4102109;2017;2
PR;4102109;2019;1
PR;4102109;2022;1
PR;4102208;2020;1
PR;4102406;2016;161
PR;4102406;2020;1
PR;4102406;2022;2
PR;4102505;2020;3
PR;4102505;2021;1
PR;4102703;2016;1
PR;4102703;2018;1
PR;4102703;2021;1
PR;4102703;2022;1
PR;4102802;2016;1
PR;4102802;2019;1
PR;4102802;2020;2
PR;4103008;2022;2
PR;4103024;2016;1
PR;4103024;2022;1
PR;4103057;2015;2
PR;4103057;2016;6
PR;4103057;2022;1
PR;4103206;2017;1
PR;4103206;2022;1
PR;4103305;2015;1
PR;4103305;2016;1
PR;4103404;2016;2
PR;4103453;2017;1
PR;4103453;2019;1
PR;4103503;2016;1
PR;4103602;2016;1
PR;4103602;2020;1
PR;4103602;2022;2
PR;4103701;2018;1
PR;4103800;2017;1
PR;4103909;2018;1
PR;4103909;2019;1
PR;4103909;2020;2
PR;4103909;2021;1
PR;4104006;2016;2
PR;4104006;2019;2
PR;4104055;2022;1
PR;4104204;2016;7
PR;4104204;2017;1
PR;4104253;2016;1
PR;4104303;2019;1
PR;4104303;2020;1
PR;4104303;2021;1
PR;4104451;2017;1
PR;4104501;2019;1
PR;4104600;2017;2
PR;4104659;2016;2
PR;4104659;2018;1
PR;4104709;2018;1
PR;4104709;2019;1
PR;4104808;2014;2
PR;4104808;2015;5
PR;4104808;2016;263
PR;4104808;2017;33
PR;4104808;2018;7
PR;4104808;2019;35
PR;4104808;2020;2
PR;4104808;2021;1
PR;4105102;2018;2
PR;4105102;2019;2
PR;4105102;2020;3
PR;4105508;2015;2
PR;4105508;2016;293
PR;4105508;2020;1
PR;4105508;2022;3
PR;4105607;2016;3
PR;4105805;2016;2
PR;4105805;2018;2
PR;4105805;2019;1
PR;4105805;2022;1
PR;4105904;2017;2
PR;4105904;2019;1
PR;4105904;2020;2
PR;4106001;2016;1
PR;4106308;2015;1
PR;4106308;2016;1
PR;4106407;2016;21
PR;4106407;2017;2
PR;4106605;2015;1
PR;4106605;2016;78
PR;4106605;2018;1
PR;4106605;2019;1
PR;4106605;2020;14
PR;4106605;2021;3
PR;4106704;2019;1
PR;4106704;2020;1
PR;4106704;2021;1
PR;4106704;2022;1
PR;4106902;2014;3
PR;4106902;2015;9
PR;4106902;2016;55
PR;4106902;2017;16
PR;4106902;2018;11
PR;4106902;2019;17
PR;4106902;2020;10
PR;4106902;2021;4
PR;4106902;2022;10
PR;4107009;2016;1
PR;4107009;2020;2
PR;4107108;2019;1
PR;4107108;2020;1
PR;4107108;2022;1
PR;4107157;2015;1
PR;4107207;2015;6
PR;4107207;2016;14
PR;4107207;2017;1
PR;4107207;2022;1
PR;4107256;2016;3
PR;4107256;2019;1
PR;4107405;2016;1
PR;4107504;2016;1
PR;4107504;2020;3
PR;4107538;2016;1
PR;4107603;2016;4
PR;4107652;2019;1
PR;4107652;2021;1
PR;4107702;2016;1
PR;4107702;2022;1
PR;4107801;2017;1
PR;4107801;2022;1
PR;4107900;2021;2
PR;4108007;2015;1
PR;4108007;2018;2
PR;4108007;2019;1
PR;4108007;2022;1
PR;4108106;2016;3
PR;4108106;2017;1
PR;4108205;2018;1
PR;4108205;2022;1
PR;4108304;2014;3
PR;4108304;2015;5
PR;4108304;2016;3
PR;4108304;2017;10
PR;4108304;2019;9
PR;4108304;2020;173
PR;4108304;2021;9
PR;4108304;2022;123
PR;4108320;2016;1
PR;4108320;2020;1
PR;4108403;2016;13
PR;4108403;2022;2
PR;4108502;2022;2
PR;4108601;2016;1
PR;4108601;2017;1
PR;4108601;2019;4
PR;4108601;2020;4
PR;4108601;2021;1
PR;4108601;2022;1
PR;4108700;2020;1
PR;4108809;2015;4
PR;4108809;2016;1
PR;4108908;2015;1
PR;4108908;2016;1
PR;4109005;2016;1
PR;4109005;2020;1
PR;4109104;2016;4
PR;4109203;2016;1
PR;4109203;2020;2
PR;4109302;2015;3
PR;4109302;2016;1
PR;4109302;2021;1
PR;4109401;2016;26
PR;4109401;2017;1
PR;4109401;2019;1
PR;4109401;2020;1
PR;4109609;2015;1
PR;4109609;2017;3
PR;4109609;2019;1
PR;4109609;2020;2
PR;4109609;2021;1
PR;4109609;2022;2
PR;4109708;2020;1
PR;4109757;2015;1
PR;4109807;2019;2
PR;4109807;2020;1
PR;4109807;2022;2
PR;4109906;2015;1
PR;4109906;2018;1
PR;4110052;2018;1
PR;4110052;2019;3
PR;4110078;2022;1
PR;4110102;2022;1
PR;4110300;2019;1
PR;4110409;2017;1
PR;4110508;2020;1
PR;4110607;2016;2
PR;4110607;2020;6
PR;4110706;2016;2
PR;4110706;2022;1
PR;4110805;2020;3
PR;4110904;2020;2
PR;4110904;2022;1
PR;4110953;2018;1
PR;4110953;2022;1
PR;4111001;2016;37
PR;4111209;2016;2
PR;4111308;2016;1
PR;4111308;2022;1
PR;4111506;2015;2
PR;4111506;2016;8
PR;4111506;2022;1
PR;4111555;2016;1
PR;4111555;2020;1
PR;4111605;2020;2
PR;4111803;2016;66
PR;4111803;2022;7
PR;4111902;2016;1
PR;4111902;2019;1
PR;4111902;2020;1
PR;4112108;2015;2
PR;4112108;2016;10
PR;4112108;2017;1
PR;4112108;2019;1
PR;4112108;2020;1
PR;4112108;2022;1
PR;4112207;2022;1
PR;4112306;2022;1
PR;4112405;2016;27
PR;4112405;2017;3
PR;4112504;2016;1
PR;4112504;2019;1
PR;4112702;2019;1
PR;4112702;2020;1
PR;4112702;2022;2
PR;4112751;2015;1
PR;4112751;2016;3
PR;4112751;2019;1
PR;4112959;2019;1
PR;4112959;2020;1
PR;4113007;2016;41
PR;4113304;2021;1
PR;4113403;2016;41
PR;4113452;2019;1
PR;4113502;2017;1
PR;4113502;2019;1
PR;4113601;2016;3
PR;4113601;2019;1
PR;4113601;2022;1
PR;4113700;2014;2
PR;4113700;2015;11
PR;4113700;2016;6
PR;4113700;2017;3
PR;4113700;2018;9
PR;4113700;2019;37
PR;4113700;2020;25
PR;4113700;2021;5
PR;4113700;2022;6
PR;4113734;2017;1
PR;4113809;2017;1
PR;4114005;2016;1
PR;4114005;2022;1
PR;4114104;2016;4
PR;4114104;2017;1
PR;4114104;2020;1
PR;4114104;2022;1
PR;4114203;2015;2
PR;4114203;2016;5
PR;4114203;2019;1
PR;4114203;2020;1
PR;4114609;2016;3
PR;4114609;2017;2
PR;4114609;2021;1
PR;4114609;2022;3
PR;4114708;2016;1
PR;4114708;2017;1
PR;4114708;2020;1
PR;4114807;2016;3
PR;4114807;2017;1
PR;4114807;2020;1
PR;4114906;2016;1
PR;4115002;2015;2
PR;4115002;2016;10
PR;4115002;2020;2
PR;4115002;2022;2
PR;4115101;2016;1
PR;4115101;2018;1
PR;4115200;2014;1
PR;4115200;2015;16
PR;4115200;2016;118
PR;4115200;2017;7
PR;4115200;2018;3
PR;4115200;2019;7
PR;4115200;2020;15
PR;4115200;2021;1
PR;4115200;2022;4
PR;4115358;2020;1
PR;4115408;2016;5
PR;4115606;2019;1
PR;4115606;2022;3
PR;4115705;2016;1
PR;4115705;2017;1
PR;4115705;2019;1
PR;4115705;2022;2
PR;4115754;2016;1
PR;4115804;2016;2
PR;4115804;2018;1
PR;4115804;2019;4
PR;4115804;2020;2
PR;4115804;2021;1
PR;4115804;2022;16
PR;4115903;2019;1
PR;4116000;2019;3
PR;4116059;2018;1
PR;4116059;2019;1
PR;4116059;2022;1
PR;4116109;2016;2
PR;4116109;2020;1
PR;4116208;2021;1
PR;4116406;2017;1
PR;4116406;2019;8
PR;4116406;2022;2
PR;4116604;2016;2
PR;4116703;2016;2
PR;4116703;2019;1
PR;4116802;2022;1
PR;4116901;2015;1
PR;4116901;2016;4
PR;4116901;2020;3
PR;4116901;2021;1
PR;4116901;2022;5
PR;4117008;2016;7
PR;4117107;2015;2
PR;4117107;2016;12
PR;4117107;2020;1
PR;4117107;2022;1
PR;4117206;2016;1
PR;4117206;2020;3
PR;4117222;2022;3
PR;4117255;2017;2
PR;4117255;2020;1
PR;4117305;2016;3
PR;4117404;2022;2
PR;4117453;2016;2
PR;4117503;2019;1
PR;4117503;2021;4
PR;4117503;2022;2
PR;4117602;2016;2
PR;4117800;2020;2
PR;4117909;2018;23
PR;4118006;2014;3
PR;4118006;2015;1
PR;4118006;2016;6
PR;4118006;2020;2
PR;4118105;2017;1
PR;4118105;2018;2
PR;4118105;2019;1
PR;4118204;2015;1
PR;4118204;2016;37
PR;4118204;2017;15
PR;4118204;2018;15
PR;4118204;2019;3
PR;4118204;2020;3
PR;4118204;2021;10
PR;4118204;2022;3
PR;4118303;2017;1
PR;4118402;2014;1
PR;4118402;2015;1
PR;4118402;2016;7
PR;4118402;2017;3
PR;4118402;2018;1
PR;4118402;2019;5
PR;4118402;2021;5
PR;4118402;2022;1
PR;4118451;2016;12
PR;4118501;2014;2
PR;4118501;2015;5
PR;4118501;2016;6
PR;4118501;2020;1
PR;4118501;2021;1
PR;4118907;2017;2
PR;4119004;2020;1
PR;4119004;2022;1
PR;4119152;2015;1
PR;4119152;2016;8
PR;4119152;2019;2
PR;4119152;2022;1
PR;4119509;2016;2
PR;4119608;2016;10
PR;4119608;2019;1
PR;4119608;2022;1
PR;4119657;2016;1
PR;4119657;2019;3
PR;4119707;2022;1
PR;4119806;2020;2
PR;4119806;2022;5
PR;4119905;2016;6
PR;4119905;2019;1
PR;4119905;2020;1
PR;4119905;2021;2
PR;4119905;2022;2
PR;4119954;2015;5
PR;4119954;2016;9
PR;4119954;2017;2
PR;4120358;2016;1
PR;4120507;2019;1
PR;4120507;2022;1
PR;4120705;2017;1
PR;4120705;2022;2
PR;4120804;2020;1
PR;4120804;2021;1
PR;4120853;2016;3
PR;4121000;2021;1
PR;4121000;2022;1
PR;4121109;2021;1
PR;4121208;2017;1
PR;4121307;2016;1
PR;4121356;2020;1
PR;4121406;2015;1
PR;4121406;2016;5
PR;4121406;2019;1
PR;4121406;2022;2
PR;4121505;2016;2
PR;4121703;2016;3
PR;4121703;2017;2
PR;4121703;2019;2
PR;4121703;2022;1
PR;4121802;2018;1
PR;4121802;2020;1
PR;4121901;2016;8
PR;4122107;2017;1
PR;4122404;2016;2
PR;4122404;2017;3
PR;4122404;2018;2
PR;4122404;2019;2
PR;4122404;2020;7
PR;4122503;2019;1
PR;4122503;2020;3
PR;4122503;2022;1
PR;4122602;2016;49
PR;4122602;2021;3
PR;4122602;2022;2
PR;4122651;2016;1
PR;4122701;2016;4
PR;4122701;2022;1
PR;4123006;2016;1
PR;4123006;2019;1
PR;4123006;2021;1
PR;4123105;2016;3
PR;4123105;2022;1
PR;4123204;2016;1
PR;4123303;2016;2
PR;4123303;2020;2
PR;4123402;2015;1
PR;4123501;2016;12
PR;4123501;2020;1
PR;4123600;2020;4
PR;4123600;2022;1
PR;4123709;2015;1
PR;4123709;2016;10
PR;4123709;2017;2
PR;4123808;2016;20
PR;4123808;2022;1
PR;4123907;2016;1
PR;4123907;2020;1
PR;4123907;2022;2
PR;4124020;2014;3
PR;4124020;2015;3
PR;4124020;2016;2
PR;4124020;2020;1
PR;4124020;2021;2
PR;4124020;2022;1
PR;4124053;2016;9
PR;4124053;2018;1
PR;4124053;2019;1
PR;4124053;2022;1
PR;4124103;2015;1
PR;4124103;2016;46
PR;4124103;2018;2
PR;4124202;2020;1
PR;4124202;2022;1
PR;4124608;2020;1
PR;4124806;2015;1
PR;4124806;2016;3
PR;4124806;2018;1
PR;4124905;2021;1
PR;4125001;2021;1
PR;4125209;2016;1
PR;4125209;2022;1
PR;4125308;2017;1
PR;4125308;2018;1
PR;4125357;2018;1
PR;4125357;2019;1
PR;4125456;2016;1
PR;4125456;2022;1
PR;4125506;2016;13
PR;4125506;2017;1
PR;4125506;2018;4
PR;4125506;2019;8
PR;4125506;2020;2
PR;4125506;2021;1
PR;4125506;2022;2
PR;4125555;2016;4
PR;4125605;2016;4
PR;4125605;2017;2
PR;4125605;2021;1
PR;4125704;2015;1
PR;4125704;2016;5
PR;4125704;2019;2
PR;4125704;2021;2
PR;4125902;2020;1
PR;4126009;2016;12
PR;4126009;2022;2
PR;4126108;2016;1
PR;4126108;2020;2
PR;4126256;2015;1
PR;4126256;2016;1
PR;4126256;2017;1
PR;4126256;2019;2
PR;4126256;2020;8
PR;4126256;2022;2
PR;4126504;2020;1
PR;4126504;2022;1
PR;4126603;2016;9
PR;4126603;2017;7
PR;4126603;2018;5
PR;4126603;2019;1
PR;4126678;2016;1
PR;4126678;2017;9
PR;4126678;2021;1
PR;4126678;2022;1
PR;4126801;2015;5
PR;4126801;2016;12
PR;4126801;2022;1
PR;4127106;2015;7
PR;4127106;2016;47
PR;4127106;2020;1
PR;4127106;2022;3
PR;4127205;2014;1
PR;4127205;2020;1
PR;4127304;2022;1
PR;4127502;2016;6
PR;4127502;2020;2
PR;4127502;2022;4
PR;4127601;2016;1
PR;4127700;2014;2
PR;4127700;2016;8
PR;4127700;2018;1
PR;4127700;2019;1
PR;4127809;2016;1
PR;4127809;2018;1
PR;4127809;2022;1
PR;4127858;2016;1
PR;4127858;2021;1
PR;4127908;2020;1
PR;4127957;2016;1
PR;4128005;2015;1
PR;4128005;2016;2
PR;4128005;2019;2
PR;4128005;2020;1
PR;4128005;2021;1
PR;4128005;2022;2
PR;4128104;2014;1
PR;4128104;2015;2
PR;4128104;2016;71
PR;4128104;2017;2
PR;4128104;2018;2
PR;4128104;2019;2
PR;4128104;2021;1
PR;4128104;2022;1
PR;4128203;2017;1
PR;4128203;2018;1
PR;4128203;2020;1
PR;4128203;2022;1
PR;4128401;2015;1
PR;4128401;2016;11
PR;4128559;2016;1
PR;4128559;2021;1
PR;4128609;2022;1
SC;4200101;2016;1
SC;4200556;2016;1
SC;4200754;2016;1
SC;4200903;2021;1
SC;4201406;2014;1
SC;4201406;2016;5
SC;4201406;2017;1
SC;4201505;2021;1
SC;4201604;2016;1
SC;4201653;2016;1
SC;4201901;2022;2
SC;4202008;2015;2
SC;4202008;2016;6
SC;4202008;2017;4
SC;4202008;2018;10
SC;4202008;2019;33
SC;4202008;2020;22
SC;4202008;2021;27
SC;4202008;2022;7
SC;4202057;2015;1
SC;4202057;2016;1
SC;4202057;2022;1
SC;4202206;2017;1
SC;4202206;2022;1
SC;4202305;2016;2
SC;4202305;2017;1
SC;4202404;2015;1
SC;4202404;2016;4
SC;4202404;2017;3
SC;4202404;2018;3
SC;4202404;2019;7
SC;4202404;2021;3
SC;4202404;2022;5
SC;4202453;2015;2
SC;4202453;2018;1
SC;4202453;2020;1
SC;4202453;2021;1
SC;4202537;2016;1
SC;4202800;2015;1
SC;4202800;2018;1
SC;4202800;2020;1
SC;4202909;2014;1
SC;4202909;2015;6
SC;4202909;2016;13
SC;4202909;2019;5
SC;4202909;2020;1
SC;4202909;2021;1
SC;4202909;2022;6
SC;4203006;2016;1
SC;4203006;2020;1
SC;4203105;2015;1
SC;4203105;2016;7
SC;4203105;2022;1
SC;4203204;2016;1
SC;4203204;2020;1
SC;4203204;2022;3
SC;4203303;2016;3
SC;4203303;2017;1
SC;4203303;2018;1
SC;4203303;2019;1
SC;4203303;2021;1
SC;4203600;2016;2
SC;4203808;2016;1
SC;4203808;2017;1
SC;4203808;2022;1
SC;4203956;2019;1
SC;4204004;2015;1
SC;4204004;2018;1
SC;4204202;2014;1
SC;4204202;2015;12
SC;4204202;2016;102
SC;4204202;2017;5
SC;4204202;2018;1
SC;4204202;2019;1
SC;4204202;2022;18
SC;4204301;2021;5
SC;4204301;2022;4
SC;4204350;2017;1
SC;4204400;2016;5
SC;4204509;2020;1
SC;4204608;2014;1
SC;4204608;2017;1
SC;4204608;2018;1
SC;4204608;2019;1
SC;4204608;2022;3
SC;4204707;2015;1
SC;4204707;2018;3
SC;4204707;2022;1
SC;4204756;2022;2
SC;4204905;2016;12
SC;4204905;2021;1
SC;4204905;2022;1
SC;4205001;2015;1
SC;4205001;2016;2
SC;4205407;2014;3
SC;4205407;2015;27
SC;4205407;2016;57
SC;4205407;2017;16
SC;4205407;2018;7
SC;4205407;2019;20
SC;4205407;2020;39
SC;4205407;2021;34
SC;4205407;2022;24
SC;4205704;2018;1
SC;4205704;2019;2
SC;4205704;2022;1
SC;4205902;2018;1
SC;4205902;2019;2
SC;4206405;2016;3
SC;4206405;2019;1
SC;4206405;2022;8
SC;4206504;2015;1
SC;4206504;2016;5
SC;4206652;2016;2
SC;4206652;2018;1
SC;4206702;2015;1
SC;4206702;2019;1
SC;4206702;2022;3
SC;4206801;2016;1
SC;4206900;2016;1
SC;4207007;2022;1
SC;4207106;2016;3
SC;4207304;2016;1
SC;4207304;2019;1
SC;4207502;2018;2
SC;4207502;2021;1
SC;4207502;2022;1
SC;4207650;2019;1
SC;4207650;2022;2
SC;4207700;2022;1
SC;4207908;2016;1
SC;4208005;2022;1
SC;4208104;2016;1
SC;4208203;2014;1
SC;4208203;2015;34
SC;4208203;2016;143
SC;4208203;2017;2
SC;4208203;2018;9
SC;4208203;2019;9
SC;4208203;2020;7
SC;4208203;2021;8
SC;4208203;2022;3
SC;4208302;2015;1
SC;4208302;2016;2
SC;4208302;2017;1
SC;4208302;2018;1
SC;4208302;2021;3
SC;4208302;2022;1
SC;4208450;2016;3
SC;4208450;2017;1
SC;4208500;2016;1
SC;4208609;2016;1
SC;4208708;2016;2
SC;4208906;2016;10
SC;4208906;2019;1
SC;4208906;2022;1
SC;4209102;2015;3
SC;4209102;2016;19
SC;4209102;2017;4
SC;4209102;2019;3
SC;4209102;2020;4
SC;4209102;2022;13
SC;4209177;2016;1
SC;4209201;2016;1
SC;4209300;2015;1
SC;4209300;2019;1
SC;4209300;2020;3
SC;4209300;2021;1
SC;4209409;2022;1
SC;4209904;2015;2
SC;4210001;2017;1
SC;4210001;2019;1
SC;4210100;2014;1
SC;4210100;2015;3
SC;4210100;2016;11
SC;4210100;2017;1
SC;4210100;2019;4
SC;4210100;2020;2
SC;4210100;2021;3
SC;4210100;2022;1
SC;4210209;2018;1
SC;4210506;2016;2
SC;4210506;2021;1
SC;4210506;2022;3
SC;4210605;2020;1
SC;4211009;2022;3
SC;4211207;2016;3
SC;4211306;2016;2
SC;4211306;2017;1
SC;4211306;2019;2
SC;4211306;2021;4
SC;4211306;2022;1
SC;4211454;2022;1
SC;4211504;2019;1
SC;4211504;2022;1
SC;4211652;2022;1
SC;4211751;2018;1
SC;4211900;2016;1
SC;4211900;2019;3
SC;4211900;2022;2
SC;4212007;2016;6
SC;4212007;2020;1
SC;4212106;2022;1
SC;4212205;2016;2
SC;4212205;2018;1
SC;4212205;2019;1
SC;4212239;2022;1
SC;4212403;2016;1
SC;4212502;2016;1
SC;4212502;2020;2
SC;4212502;2021;1
SC;4212502;2022;1
SC;4212809;2017;1
SC;4212908;2016;4
SC;4212908;2019;1
SC;4213203;2022;1
SC;4213500;2022;3
SC;4213609;2016;4
SC;4213609;2022;3
SC;4213807;2017;1
SC;4213906;2022;3
SC;4214151;2016;1
SC;4214151;2022;1
SC;4214607;2019;1
SC;4214805;2015;1
SC;4214805;2016;1
SC;4214805;2022;1
SC;4215000;2016;3
SC;4215000;2022;1
SC;4215208;2018;1
SC;4215208;2022;2
SC;4215406;2016;1
SC;4215505;2016;4
SC;4215703;2016;1
SC;4215703;2017;1
SC;4215802;2016;3
SC;4215802;2020;1
SC;4216008;2016;1
SC;4216305;2020;1
SC;4216305;2021;1
SC;4216305;2022;3
SC;4216602;2015;2
SC;4216602;2016;14
SC;4216602;2017;2
